Id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels
548,58,udp,private,SH,3579,2086,0,1,0,2,1,1,2,0,1,2,2,1,0,0,1,0,5,93,0.08,0.1,0.49,0.06,0.02,0.42,0.13,53,89,0.82,0.14,0.62,0.1,0.3,0.03,0.09,0.26,normal
549,40,icmp,http,SF,6258,1958,0,9,10,3,5,0,8,0,0,2,2,2,1,0,1,0,91,59,0.72,0.66,0.7,0.86,0.8,0.24,0.46,229,251,0.99,0.42,0.22,0.46,0.72,0.53,0.08,0.32,teardrop
550,58,tcp,smtp,S0,5465,1372,1,7,2,4,5,0,2,1,1,1,2,2,3,0,0,1,14,47,0.52,0.96,0.54,0.72,0.91,0.13,0.48,126,174,0.91,0.37,0.12,0.1,0.96,0.81,0.25,0.25,smurf
551,78,udp,smtp,RSTO,1617,1027,0,0,0,2,1,0,1,0,0,0,2,0,2,0,1,0,97,27,0.29,0.27,0.1,0.19,0.04,0.32,0.1,116,1,0.97,0.2,0.99,0.09,0.34,0.28,0.18,0.15,normal
552,70,tcp,http,SF,1970,955,1,0,0,1,0,0,1,0,0,3,1,1,1,0,1,0,19,27,0.24,0.13,0.5,0.21,0.09,0.05,0.33,249,212,0.93,0.41,0.47,0.2,0.21,0.45,0.3,0.03,normal
553,71,udp,other,SH,5033,983,1,6,4,2,1,1,0,1,0,9,2,2,2,0,0,1,81,59,0.72,0.81,0.53,0.67,0.88,0.32,0.26,125,254,1.0,0.04,0.78,0.49,0.63,0.79,0.43,0.08,neptune
554,53,tcp,other,S0,4038,2939,0,0,0,2,1,0,2,0,0,2,2,2,3,0,1,0,1,38,0.48,0.0,0.31,0.24,0.07,0.09,0.06,242,63,0.62,0.09,0.83,0.34,0.24,0.34,0.44,0.33,normal
555,41,icmp,ftp_data,SF,2935,4475,1,1,0,0,0,1,2,0,0,0,0,0,4,0,1,0,77,85,0.14,0.24,0.13,0.29,0.23,0.27,0.17,65,7,0.93,0.24,0.06,0.04,0.31,0.4,0.49,0.34,normal
556,91,icmp,other,SF,8856,1472,0,6,5,2,5,0,1,0,1,3,5,2,0,0,0,1,38,74,0.6,0.86,0.71,0.79,0.88,0.31,0.36,192,111,0.91,0.31,0.65,0.17,0.54,0.65,0.09,0.27,smurf
557,34,icmp,http,RSTO,2195,4301,1,1,0,1,1,1,2,0,0,2,0,0,2,0,0,0,52,6,0.2,0.13,0.05,0.31,0.27,0.14,0.27,102,91,0.73,0.02,0.38,0.25,0.25,0.23,0.36,0.02,normal
558,64,icmp,private,SF,315,1208,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,56,89,0.21,0.31,0.05,0.05,0.31,0.07,0.33,70,124,0.52,0.06,0.65,0.27,0.43,0.4,0.17,0.31,normal
559,14,tcp,domain_u,RSTO,1259,3848,0,1,0,0,1,1,1,0,1,1,0,1,5,0,0,0,99,13,0.4,0.11,0.04,0.23,0.34,0.03,0.02,78,65,0.76,0.07,0.18,0.43,0.04,0.33,0.43,0.34,normal
560,81,icmp,private,SH,5194,245,0,4,8,2,3,0,10,1,0,10,5,1,5,0,0,1,77,40,0.7,0.56,0.65,0.53,0.85,0.15,0.19,41,89,0.94,0.04,0.41,0.04,0.67,0.57,0.45,0.36,back
561,22,icmp,ftp_data,SH,9304,273,0,7,4,1,0,1,0,1,1,0,3,2,2,0,0,1,91,75,0.95,0.71,0.73,0.61,0.84,0.36,0.22,84,236,0.84,0.37,0.78,0.13,0.54,0.52,0.26,0.33,neptune
562,60,udp,eco_i,REJ,3714,2406,1,0,0,0,1,1,0,0,1,3,1,2,5,0,0,0,61,86,0.03,0.2,0.46,0.2,0.39,0.28,0.2,68,242,0.53,0.5,0.88,0.35,0.26,0.38,0.25,0.34,normal
563,75,tcp,smtp,RSTO,4567,996,1,7,3,0,0,1,0,1,0,9,4,0,1,0,1,1,34,11,0.57,0.58,0.87,0.84,0.95,0.01,0.4,40,136,0.96,0.39,0.56,0.28,0.63,0.68,0.35,0.08,teardrop
564,93,tcp,domain_u,S0,9717,1129,0,9,4,5,4,1,0,0,0,1,2,1,3,0,0,0,52,57,0.79,0.82,0.66,0.9,0.99,0.19,0.35,126,210,0.88,0.26,0.89,0.45,0.61,0.71,0.11,0.46,teardrop
565,0,icmp,ftp_data,REJ,1384,3923,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,6,81,0.46,0.43,0.45,0.12,0.43,0.09,0.46,251,1,0.93,0.11,0.5,0.47,0.45,0.01,0.32,0.5,normal
566,14,udp,domain_u,SF,4880,360,1,5,2,5,2,1,10,1,0,6,0,0,5,0,0,1,86,18,0.9,0.59,0.97,0.69,0.92,0.35,0.34,227,231,0.88,0.12,0.44,0.17,0.64,0.68,0.45,0.37,teardrop
567,100,icmp,ftp_data,REJ,5210,720,0,5,4,4,1,0,6,1,0,4,3,1,5,0,1,0,57,21,0.62,0.66,0.53,0.76,0.99,0.2,0.33,116,100,0.96,0.2,0.64,0.16,0.78,0.86,0.33,0.19,neptune
568,100,icmp,private,SH,2959,415,1,1,0,2,1,0,0,0,1,3,1,1,2,0,1,0,26,47,0.0,0.24,0.44,0.18,0.18,0.4,0.22,6,103,0.68,0.43,0.81,0.09,0.49,0.24,0.35,0.24,normal
569,54,udp,smtp,SF,2026,1826,1,3,3,2,0,0,1,0,1,7,0,0,3,0,1,0,23,96,0.83,0.7,0.68,0.63,0.96,0.29,0.38,18,181,0.98,0.42,0.32,0.12,0.8,0.54,0.1,0.48,back
570,45,icmp,http,RSTO,1084,1096,1,2,0,2,1,0,0,0,0,0,1,2,5,0,1,0,54,33,0.44,0.42,0.24,0.44,0.41,0.29,0.3,157,196,0.56,0.27,0.78,0.29,0.23,0.04,0.16,0.21,normal
571,36,icmp,private,REJ,3046,296,1,7,10,2,4,0,10,1,1,7,2,1,4,0,0,0,70,83,0.98,0.73,0.79,0.93,0.99,0.27,0.45,1,151,0.98,0.32,0.18,0.47,0.67,0.76,0.29,0.1,neptune
572,78,icmp,other,SF,1568,533,1,2,0,0,1,1,0,0,0,3,0,1,3,0,1,0,15,1,0.49,0.36,0.28,0.1,0.02,0.22,0.22,15,99,0.81,0.12,0.83,0.05,0.32,0.35,0.36,0.42,normal
573,87,tcp,other,RSTO,2102,1315,0,2,0,2,1,0,2,0,1,0,2,0,5,0,0,0,1,62,0.06,0.39,0.27,0.44,0.48,0.4,0.08,230,30,0.91,0.21,0.92,0.35,0.32,0.04,0.33,0.34,normal
574,24,udp,private,RSTO,22,3441,0,2,0,1,0,1,1,0,1,3,0,2,2,0,1,0,46,1,0.4,0.12,0.46,0.5,0.49,0.3,0.46,88,36,0.8,0.21,0.51,0.28,0.0,0.33,0.17,0.42,normal
575,9,tcp,eco_i,SF,9634,1730,1,4,6,5,5,1,3,1,1,5,3,2,3,0,0,0,58,76,0.83,0.77,0.72,0.96,0.85,0.46,0.06,231,24,0.92,0.07,0.23,0.43,0.75,0.83,0.46,0.24,teardrop
576,70,tcp,smtp,S0,5964,118,1,2,5,3,5,0,4,0,0,0,5,1,0,0,1,1,85,6,0.85,0.63,0.55,0.6,0.87,0.46,0.11,48,40,0.89,0.46,0.22,0.35,0.58,0.82,0.25,0.23,smurf
577,49,tcp,http,RSTO,4287,3696,0,0,0,1,0,1,2,0,0,1,2,1,3,0,0,0,79,77,0.32,0.4,0.16,0.32,0.44,0.47,0.21,151,112,0.72,0.03,0.7,0.4,0.49,0.08,0.45,0.37,normal
578,21,icmp,http,SF,6990,1273,0,4,4,5,5,0,1,0,1,10,2,1,3,0,0,1,23,78,0.53,0.87,0.53,0.88,0.85,0.05,0.31,32,200,0.91,0.5,0.35,0.23,0.93,0.92,0.41,0.03,smurf
579,84,tcp,private,SF,4379,2160,0,1,0,0,1,1,2,0,1,1,0,1,1,0,1,0,40,46,0.19,0.11,0.36,0.33,0.4,0.39,0.04,233,146,0.92,0.2,0.56,0.18,0.0,0.32,0.22,0.08,normal
580,63,tcp,private,REJ,1985,1992,1,1,5,4,5,1,7,1,1,6,0,2,3,0,1,1,30,54,0.61,0.58,0.94,0.54,0.82,0.36,0.11,99,26,0.96,0.33,0.64,0.19,0.69,0.73,0.21,0.23,neptune
581,82,icmp,smtp,SH,1060,557,0,5,1,2,0,1,3,0,0,5,0,2,1,0,0,1,37,17,0.81,0.97,0.81,0.99,0.85,0.04,0.44,40,206,0.85,0.04,0.11,0.46,0.82,0.64,0.08,0.25,smurf
582,0,icmp,domain_u,SH,4535,690,1,6,8,0,5,0,4,1,1,7,1,2,1,0,0,1,12,4,0.82,0.52,0.95,0.98,0.99,0.27,0.44,105,187,0.82,0.49,0.72,0.47,0.62,0.98,0.39,0.4,back
583,97,udp,ftp_data,SF,8789,1646,0,6,6,5,5,1,9,0,0,9,5,2,4,0,1,1,31,63,0.57,0.54,0.81,0.53,0.94,0.06,0.27,243,77,0.88,0.46,0.58,0.02,0.83,0.87,0.37,0.08,back
584,92,tcp,other,S0,1589,1739,1,8,0,5,3,0,0,0,0,7,0,1,3,0,0,1,8,18,0.64,0.71,0.68,0.57,0.9,0.28,0.41,2,228,0.8,0.42,0.18,0.26,0.93,0.58,0.03,0.1,smurf
585,56,tcp,http,SF,4855,115,0,1,0,1,1,0,0,0,1,3,2,0,1,0,1,0,48,57,0.4,0.32,0.41,0.47,0.27,0.4,0.48,47,136,0.62,0.2,0.62,0.14,0.48,0.23,0.2,0.07,normal
586,73,tcp,other,SH,2011,3113,0,2,0,2,1,1,1,0,1,2,0,1,1,0,0,0,36,69,0.18,0.02,0.3,0.25,0.21,0.49,0.36,73,190,0.51,0.18,0.42,0.2,0.08,0.1,0.09,0.27,normal
587,42,udp,other,S0,823,1879,1,2,0,2,0,1,2,0,1,0,2,2,5,0,0,0,54,67,0.06,0.38,0.21,0.3,0.04,0.24,0.02,239,7,0.75,0.34,0.37,0.0,0.19,0.16,0.11,0.27,normal
588,73,icmp,private,SH,552,1195,1,0,0,1,1,1,0,0,0,0,2,1,3,0,0,0,69,22,0.39,0.44,0.09,0.25,0.1,0.09,0.42,209,194,0.67,0.16,0.95,0.16,0.31,0.19,0.28,0.43,normal
589,13,tcp,http,RSTO,1995,3972,0,2,0,2,1,0,2,0,0,3,2,2,1,0,1,0,16,25,0.26,0.45,0.25,0.34,0.35,0.18,0.05,46,205,0.84,0.07,0.84,0.5,0.19,0.42,0.09,0.42,normal
590,60,tcp,other,RSTO,6806,108,0,2,0,1,5,0,1,0,1,7,5,2,5,0,0,1,38,18,0.84,0.82,0.72,0.56,1.0,0.19,0.14,240,119,0.83,0.02,0.93,0.47,0.64,0.62,0.37,0.2,neptune
591,65,tcp,eco_i,SF,1517,817,1,1,10,2,1,1,7,1,1,2,3,1,4,0,0,0,44,37,0.8,0.58,0.74,0.9,0.89,0.23,0.46,3,160,0.93,0.39,0.19,0.46,0.75,0.97,0.11,0.19,teardrop
592,72,tcp,smtp,SF,2348,387,1,1,1,5,0,1,2,1,1,3,0,2,1,0,1,1,63,58,0.56,0.81,0.67,0.85,0.94,0.44,0.14,190,45,0.89,0.02,0.44,0.25,0.69,0.86,0.01,0.16,back
593,17,tcp,smtp,SH,1537,1882,1,9,6,1,3,1,7,0,0,5,0,2,5,0,0,1,84,90,0.84,0.78,0.61,0.84,0.93,0.06,0.4,201,178,0.86,0.23,0.85,0.16,0.87,0.8,0.14,0.05,smurf
594,96,icmp,smtp,SH,2816,1233,1,0,5,0,5,1,1,0,0,3,5,1,4,0,0,0,57,48,0.7,0.76,0.88,0.93,0.81,0.43,0.02,34,116,0.81,0.47,0.68,0.12,0.52,0.82,0.09,0.03,smurf
595,42,udp,http,SH,804,1759,1,2,0,0,1,1,2,0,1,1,1,2,2,0,0,0,65,56,0.38,0.25,0.4,0.06,0.19,0.0,0.11,205,159,0.93,0.37,0.55,0.39,0.33,0.12,0.2,0.07,normal
596,1,icmp,private,SH,4927,1725,1,2,4,5,4,0,1,1,1,5,0,2,3,0,1,1,99,32,0.57,0.65,0.64,0.99,0.82,0.48,0.32,55,204,0.93,0.01,0.73,0.23,0.75,0.88,0.1,0.45,teardrop
597,8,udp,other,SF,7661,715,1,2,1,3,3,1,9,1,0,2,2,2,5,0,1,1,90,20,0.96,0.88,0.93,0.92,0.82,0.21,0.11,209,206,0.82,0.46,0.76,0.32,0.56,0.86,0.17,0.05,teardrop
598,63,icmp,private,S0,2746,385,1,3,5,2,2,1,0,0,1,0,0,2,0,0,1,0,77,1,0.51,0.96,0.94,0.66,0.97,0.38,0.03,183,59,0.9,0.17,0.56,0.28,1.0,0.95,0.14,0.37,teardrop
599,23,udp,ftp_data,S0,3396,3028,0,1,0,2,0,1,2,0,1,3,2,2,3,0,1,0,24,35,0.09,0.08,0.11,0.31,0.49,0.22,0.36,196,232,0.69,0.03,0.02,0.16,0.38,0.25,0.31,0.4,normal
600,35,tcp,smtp,SH,0,78,0,0,0,2,0,0,1,0,1,3,0,0,1,0,1,0,43,31,0.46,0.03,0.27,0.14,0.46,0.17,0.24,2,226,0.53,0.28,0.55,0.5,0.17,0.48,0.2,0.35,normal
601,46,udp,other,SF,4002,1067,1,0,0,2,0,1,1,0,1,0,1,2,4,0,1,0,36,39,0.47,0.15,0.32,0.38,0.02,0.39,0.41,195,91,0.85,0.38,0.61,0.07,0.08,0.23,0.38,0.07,normal
602,3,udp,other,RSTO,9972,1986,1,1,0,1,3,1,7,1,0,5,1,0,4,0,0,1,74,76,0.72,0.57,0.94,0.93,0.98,0.04,0.23,194,253,0.87,0.28,0.05,0.36,0.75,0.95,0.08,0.43,teardrop
603,92,tcp,domain_u,RSTO,6841,1168,0,4,3,1,0,1,2,1,0,5,2,2,1,0,1,0,51,34,0.94,0.94,0.69,0.69,0.93,0.06,0.21,45,22,0.88,0.12,0.01,0.13,0.94,0.79,0.01,0.3,neptune
604,16,tcp,ftp_data,RSTO,8567,1662,1,5,0,0,0,1,1,0,0,6,0,2,0,0,1,1,93,17,0.96,0.66,0.61,0.52,0.92,0.43,0.41,170,104,0.85,0.38,0.08,0.43,0.7,0.54,0.28,0.47,teardrop
605,74,tcp,private,SH,5149,1145,0,9,6,1,0,1,0,1,1,9,5,0,2,0,0,1,52,38,0.56,0.8,0.86,0.85,0.89,0.24,0.08,72,227,0.8,0.19,0.63,0.03,0.61,0.97,0.04,0.48,smurf
606,24,tcp,http,SF,2150,1234,0,1,0,0,1,0,1,0,0,1,0,1,2,0,1,0,61,5,0.35,0.13,0.01,0.48,0.2,0.22,0.21,26,105,0.96,0.36,0.25,0.42,0.39,0.09,0.32,0.32,normal
607,43,udp,domain_u,RSTO,3077,458,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,25,14,0.0,0.12,0.43,0.29,0.15,0.08,0.11,181,14,0.96,0.02,0.38,0.39,0.4,0.27,0.06,0.14,normal
608,19,udp,other,REJ,3258,154,0,3,7,1,0,0,5,0,1,1,0,0,0,0,0,1,61,66,0.64,0.75,1.0,0.95,0.82,0.49,0.31,105,195,0.96,0.17,0.06,0.06,0.88,0.68,0.37,0.03,back
609,83,tcp,domain_u,SH,4361,4492,1,0,0,2,1,1,0,0,1,0,2,1,0,0,1,0,21,86,0.12,0.45,0.29,0.01,0.09,0.03,0.02,199,237,0.99,0.42,0.14,0.34,0.09,0.41,0.34,0.41,normal
610,62,icmp,domain_u,REJ,4708,2156,1,1,0,2,1,0,2,0,0,1,1,0,1,0,1,0,6,17,0.41,0.33,0.23,0.31,0.02,0.48,0.18,144,100,0.73,0.48,0.06,0.18,0.15,0.26,0.49,0.08,normal
611,33,icmp,eco_i,S0,730,2631,0,1,0,0,0,1,1,0,1,2,0,2,0,0,1,0,2,41,0.29,0.21,0.2,0.5,0.33,0.17,0.4,148,206,0.68,0.21,0.19,0.15,0.3,0.29,0.15,0.41,normal
612,6,tcp,private,RSTO,2977,2764,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,36,62,0.32,0.08,0.4,0.17,0.11,0.47,0.15,155,253,0.8,0.49,0.47,0.15,0.39,0.46,0.22,0.37,normal
613,20,tcp,other,RSTO,1361,5000,0,1,0,1,0,1,1,0,1,0,0,2,4,0,0,0,98,80,0.48,0.21,0.24,0.35,0.03,0.09,0.4,160,30,0.63,0.47,0.78,0.33,0.03,0.29,0.47,0.49,normal
614,94,tcp,domain_u,S0,1905,3150,0,1,0,1,1,1,0,0,1,0,0,2,3,0,0,0,81,93,0.12,0.13,0.37,0.16,0.37,0.3,0.05,231,197,0.99,0.1,0.67,0.36,0.24,0.27,0.27,0.27,normal
615,24,tcp,private,SH,2560,3660,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,45,35,0.04,0.3,0.08,0.09,0.29,0.22,0.2,135,218,0.74,0.01,0.28,0.27,0.05,0.47,0.02,0.0,normal
616,42,icmp,http,S0,9066,619,1,9,1,0,2,0,4,1,0,3,0,0,1,0,1,1,93,8,0.89,0.8,0.86,0.75,0.95,0.42,0.32,32,49,0.83,0.12,0.95,0.24,0.85,0.8,0.07,0.03,smurf
617,74,icmp,ftp_data,RSTO,1374,1253,1,2,5,2,4,1,2,0,0,7,3,1,2,0,0,1,70,97,0.58,0.94,0.9,0.55,0.93,0.44,0.03,218,36,0.89,0.29,0.73,0.4,0.64,0.86,0.45,0.07,back
618,17,udp,http,REJ,7333,809,1,6,9,5,0,1,9,1,1,6,1,1,1,0,1,1,64,64,0.8,0.91,0.72,0.91,0.87,0.05,0.3,250,254,0.89,0.25,0.63,0.16,0.87,0.89,0.01,0.12,neptune
619,37,icmp,ftp_data,SF,4885,3472,1,1,0,1,0,1,0,0,0,1,1,2,3,0,0,0,94,61,0.2,0.38,0.33,0.17,0.42,0.25,0.26,201,29,0.61,0.47,0.12,0.38,0.13,0.18,0.15,0.38,normal
620,30,icmp,ftp_data,REJ,2106,488,0,0,0,0,1,0,1,0,1,0,2,1,5,0,1,0,2,51,0.19,0.14,0.23,0.19,0.21,0.02,0.12,109,194,0.55,0.47,0.2,0.17,0.23,0.41,0.15,0.15,normal
621,13,icmp,domain_u,SF,3443,919,0,1,10,4,1,0,7,1,1,1,3,0,4,0,1,1,38,16,0.64,0.77,0.6,0.79,0.88,0.15,0.35,155,97,0.98,0.2,0.94,0.05,0.5,0.51,0.24,0.36,back
622,91,udp,other,SF,8924,1530,0,8,3,2,0,0,5,0,0,9,4,1,3,0,1,0,37,100,0.98,0.89,0.6,0.86,0.81,0.32,0.32,25,55,0.91,0.4,0.75,0.18,0.77,0.75,0.35,0.05,neptune
623,3,tcp,ftp_data,RSTO,9697,1096,0,0,3,0,0,0,4,0,1,1,1,1,4,0,0,0,47,60,0.88,0.77,0.8,0.96,0.93,0.33,0.22,148,224,0.86,0.25,0.12,0.39,0.85,0.81,0.43,0.17,smurf
624,12,tcp,smtp,RSTO,103,1110,0,0,0,0,1,1,2,0,0,0,1,1,4,0,1,0,75,28,0.41,0.41,0.06,0.13,0.34,0.4,0.49,62,164,0.81,0.17,0.87,0.27,0.05,0.49,0.21,0.05,normal
625,53,udp,smtp,RSTO,2113,3176,1,0,0,1,0,0,2,0,0,1,1,2,4,0,1,0,8,12,0.11,0.06,0.39,0.24,0.06,0.19,0.49,140,124,0.62,0.3,0.17,0.01,0.11,0.18,0.07,0.05,normal
626,6,udp,smtp,REJ,462,1124,1,2,0,2,0,1,0,0,1,2,1,2,0,0,1,0,35,75,0.43,0.17,0.44,0.32,0.25,0.39,0.21,243,209,0.82,0.37,0.39,0.12,0.11,0.23,0.42,0.12,normal
627,63,icmp,http,SH,6590,208,0,1,8,1,0,0,7,0,1,4,5,1,5,0,1,0,88,85,0.71,0.78,0.71,0.69,0.97,0.23,0.31,222,173,1.0,0.02,0.56,0.41,0.68,0.67,0.19,0.16,neptune
628,51,udp,http,S0,1159,486,1,1,0,0,1,0,2,0,1,1,2,2,2,0,1,0,31,42,0.44,0.46,0.05,0.32,0.21,0.29,0.2,20,11,0.95,0.33,0.06,0.06,0.45,0.0,0.49,0.13,normal
629,72,icmp,ftp_data,SF,2766,4491,1,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,87,63,0.3,0.06,0.3,0.2,0.46,0.16,0.45,16,73,0.99,0.04,0.29,0.48,0.13,0.44,0.11,0.16,normal
630,37,icmp,private,SF,308,2241,1,0,0,1,0,0,1,0,0,2,0,2,3,0,1,0,27,4,0.05,0.29,0.31,0.42,0.01,0.35,0.48,12,86,0.66,0.35,0.16,0.42,0.48,0.38,0.05,0.26,normal
631,69,icmp,ftp_data,RSTO,6067,728,0,6,0,5,5,1,1,0,1,8,5,2,3,0,0,1,93,50,0.72,0.66,0.85,0.6,0.92,0.39,0.04,24,138,0.81,0.3,0.24,0.24,0.98,0.56,0.49,0.38,back
632,71,udp,ftp_data,SH,898,2325,1,0,0,0,1,0,0,0,1,2,2,2,0,0,1,0,22,77,0.3,0.5,0.05,0.02,0.13,0.34,0.33,79,66,0.89,0.42,0.89,0.42,0.2,0.08,0.16,0.07,normal
633,78,udp,smtp,S0,4805,1993,1,1,10,2,0,1,10,0,1,8,4,2,5,0,0,0,33,69,0.93,0.74,0.53,0.55,0.83,0.47,0.07,221,210,0.92,0.03,0.85,0.5,0.91,0.53,0.03,0.3,neptune
634,73,icmp,smtp,SF,3220,3540,1,1,0,1,0,0,2,0,1,1,1,2,0,0,1,0,73,33,0.34,0.41,0.18,0.14,0.17,0.44,0.03,141,109,0.96,0.01,0.99,0.18,0.45,0.12,0.34,0.22,normal
635,15,icmp,eco_i,REJ,7397,932,0,7,3,0,3,0,7,0,1,0,3,0,4,0,0,1,38,80,0.87,0.75,0.58,0.94,0.89,0.14,0.33,129,49,0.8,0.36,0.33,0.02,0.63,0.7,0.39,0.13,smurf
636,49,tcp,private,REJ,9886,1522,0,6,5,0,4,0,1,0,1,4,2,2,1,0,1,1,56,17,0.95,0.91,0.94,0.64,0.82,0.2,0.48,57,22,0.95,0.1,0.03,0.1,0.81,0.89,0.38,0.12,smurf
637,51,udp,http,RSTO,3730,4251,0,2,0,1,0,0,0,0,0,2,1,2,1,0,0,0,10,40,0.19,0.17,0.24,0.42,0.25,0.06,0.44,219,91,0.64,0.35,0.32,0.19,0.35,0.35,0.32,0.05,normal
638,40,icmp,smtp,SF,5127,1428,0,8,9,3,2,0,1,1,0,6,4,2,0,0,0,1,15,43,0.91,0.65,0.74,0.61,0.91,0.32,0.15,164,105,0.82,0.14,0.94,0.42,0.97,0.96,0.42,0.43,neptune
639,43,udp,smtp,SH,796,3309,1,0,0,1,1,0,0,0,1,0,0,2,5,0,0,0,94,78,0.3,0.08,0.01,0.14,0.26,0.38,0.29,211,195,0.86,0.04,0.5,0.13,0.16,0.16,0.25,0.36,normal
640,90,udp,private,REJ,1364,1878,1,2,7,5,2,0,3,1,1,6,1,1,3,0,1,1,95,80,0.71,0.66,0.89,0.53,0.88,0.24,0.03,133,236,0.81,0.21,0.88,0.41,0.94,0.82,0.31,0.38,smurf
641,33,tcp,private,REJ,4507,140,0,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,90,39,0.39,0.37,0.28,0.29,0.14,0.34,0.4,119,90,0.85,0.16,0.47,0.18,0.49,0.47,0.17,0.11,normal
642,100,tcp,other,RSTO,4065,3395,0,2,0,0,1,1,0,0,1,2,1,1,3,0,1,0,32,26,0.15,0.45,0.19,0.17,0.3,0.03,0.49,207,116,0.5,0.15,0.41,0.31,0.37,0.29,0.37,0.22,normal
643,68,tcp,domain_u,RSTO,4062,476,1,4,7,2,3,0,8,0,0,4,4,1,0,0,0,1,51,82,0.74,0.97,0.83,0.81,0.83,0.16,0.31,254,251,0.99,0.23,0.55,0.47,0.75,0.74,0.45,0.09,smurf
644,95,icmp,private,RSTO,3587,2863,0,2,0,0,1,1,0,0,0,3,1,2,0,0,0,0,35,93,0.08,0.43,0.14,0.13,0.29,0.48,0.2,87,74,0.67,0.3,0.06,0.06,0.2,0.01,0.04,0.2,normal
645,40,icmp,smtp,REJ,3210,963,0,7,1,5,0,1,1,1,1,5,5,1,5,0,0,0,74,62,0.63,0.53,0.89,0.99,0.82,0.11,0.34,15,150,0.83,0.48,0.76,0.28,0.53,0.66,0.46,0.19,neptune
646,44,udp,eco_i,RSTO,3115,1713,0,2,0,2,0,0,1,0,1,0,2,1,5,0,1,0,33,36,0.36,0.48,0.08,0.37,0.42,0.48,0.14,227,248,0.78,0.25,0.55,0.21,0.08,0.36,0.24,0.21,normal
647,49,icmp,private,S0,6952,358,0,6,2,0,5,1,3,1,1,6,1,0,3,0,1,0,10,24,0.81,0.97,0.7,0.75,0.93,0.36,0.4,196,247,0.93,0.04,0.21,0.16,0.61,0.91,0.12,0.19,smurf
648,47,udp,eco_i,RSTO,2754,1879,0,2,0,0,1,1,2,0,0,0,1,1,0,0,0,0,58,22,0.19,0.35,0.24,0.42,0.16,0.12,0.12,113,105,0.88,0.46,0.87,0.05,0.2,0.15,0.23,0.03,normal
649,13,udp,other,SF,1488,2431,1,1,0,1,1,0,2,0,1,1,1,1,2,0,0,0,55,65,0.25,0.43,0.34,0.13,0.11,0.32,0.41,171,115,0.94,0.02,0.83,0.44,0.2,0.14,0.26,0.22,normal
650,92,udp,smtp,SF,6176,331,0,9,2,3,4,1,0,0,0,7,4,2,3,0,0,1,1,35,0.84,0.54,0.82,0.91,0.95,0.34,0.5,34,120,0.86,0.22,0.69,0.14,0.62,0.61,0.47,0.43,back
651,57,udp,eco_i,REJ,3750,1111,0,0,8,1,5,0,9,0,0,3,3,1,2,0,1,0,9,16,0.6,0.7,0.86,0.92,0.99,0.07,0.01,142,150,0.87,0.02,0.52,0.21,0.93,0.52,0.28,0.41,neptune
652,92,tcp,http,S0,1513,2943,1,2,0,1,1,0,1,0,0,3,2,0,1,0,0,0,18,59,0.42,0.11,0.31,0.12,0.23,0.45,0.38,239,48,1.0,0.15,0.66,0.14,0.3,0.27,0.34,0.04,normal
653,90,icmp,ftp_data,SH,6498,757,1,0,6,3,2,1,8,1,1,3,5,2,1,0,0,0,77,78,0.64,0.85,0.67,0.7,0.9,0.4,0.43,125,72,0.88,0.22,0.27,0.26,0.82,0.6,0.04,0.32,back
654,57,tcp,http,SF,2069,2870,0,2,0,2,0,1,2,0,1,3,0,0,2,0,0,0,19,53,0.16,0.32,0.16,0.27,0.04,0.28,0.49,52,250,0.73,0.2,0.32,0.23,0.41,0.2,0.5,0.14,normal
655,58,udp,other,RSTO,4521,2421,1,0,0,0,1,0,2,0,1,1,1,2,5,0,1,0,25,84,0.37,0.45,0.1,0.15,0.24,0.21,0.03,192,93,0.94,0.31,0.28,0.13,0.45,0.12,0.39,0.49,normal
656,59,icmp,eco_i,SH,1028,4466,1,1,0,2,1,0,0,0,0,3,0,0,0,0,1,0,10,27,0.23,0.1,0.13,0.23,0.12,0.15,0.25,170,41,0.58,0.03,0.29,0.44,0.42,0.3,0.21,0.13,normal
657,74,icmp,eco_i,RSTO,4749,227,0,5,0,1,0,0,6,1,0,5,1,1,1,0,1,0,38,73,0.88,0.99,0.62,0.76,0.82,0.44,0.09,159,119,0.98,0.0,0.31,0.29,0.63,0.55,0.19,0.36,neptune
